date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:04:49	22651/22651	---M--	200	added ('OK')	image/png	etag:%226981948a-587b-5aa596fb%22	http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/breadcrumbs.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/breadcrumbs.png	(from http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/)
14:04:50	6501/6501	---M--	200	added ('OK')	image/png	etag:%226981945e-1965-5aa596f7%22	http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/11.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/11.png	(from http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/)
14:04:53	133482/133482	---M--	200	added ('OK')	image/png	etag:%2269819488-2096a-5aa596fb%22	http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/apple-tv-remote.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/apple-tv-remote.png	(from http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/)
14:04:53	15364/15364	---M--	200	added ('OK')	image/png	etag:%2269819460-3c04-5aa596f7%22	http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/12.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/12.png	(from http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/)
14:04:54	5318/5318	---M--	200	added ('OK')	image/png	etag:%2269819490-14c6-5aa596fb%22	http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/red-stars.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/red-stars.png	(from http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/)
14:04:54	5162/5162	---M--	200	added ('OK')	image/png	etag:%226981948c-142a-5aa596fb%22	http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/gold-stars.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/gold-stars.png	(from http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/)
14:05:01	41410/41410	---M--	200	added ('OK')	image/png	etag:%2269819462-a1c2-5aa596f7%22	http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/13.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/13.png	(from http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/)
14:05:05	62978/62978	---M--	200	added ('OK')	image/png	etag:%2269819464-f602-5aa596f7%22	http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/14.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/14.png	(from http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/)
14:05:09	45236/45236	---M--	200	added ('OK')	image/png	etag:%2269819466-b0b4-5aa596f7%22	http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/15.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/15.png	(from http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/)
14:05:12	45950/45950	---M--	200	added ('OK')	image/png	etag:%2269819468-b37e-5aa596f7%22	http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/16.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/16.png	(from http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/)
14:05:16	42057/42057	---M--	200	added ('OK')	image/png	etag:%226981946a-a449-5aa596f8%22	http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/17.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/17.png	(from http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/)
14:05:16	22231/22231	---M--	200	added ('OK')	image/png	etag:%226981946c-56d7-5aa596f8%22	http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/18.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/18.png	(from http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/)
14:05:20	28226/28226	---M--	200	added ('OK')	image/png	etag:%226981946e-6e42-5aa596f8%22	http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/19.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/19.png	(from http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/)
14:05:22	275404/275404	---M--	200	added ('OK')	image/png	etag:%226981948e-433cc-5aa596fb%22	http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/pinterest.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/pinterest.png	(from http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/)
14:05:23	5247/5247	---M--	200	added ('OK')	image/png	etag:%2269819474-147f-5aa596f8%22	http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/22.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/22.png	(from http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/)
14:05:25	31079/31079	---M--	200	added ('OK')	image/png	etag:%2269819472-7967-5aa596f8%22	http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/21.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/21.png	(from http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/)
14:05:32	96453/96453	---M--	200	added ('OK')	image/png	etag:%2269819470-178c5-5aa596f8%22	http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/20.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/20.png	(from http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/)
14:05:42	100477/100477	---M--	200	added ('OK')	image/jpeg	etag:%226981a538-1887d-5aa596fb%22	http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/benevolent-1.jpg	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/benevolent-1.jpg	(from http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/)
14:05:43	69667/69667	---M--	200	added ('OK')	image/png	etag:%226981a4ba-11023-5aa596fb%22	http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/alignment.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/alignment.png	(from http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/)
14:05:54	66409/66409	---M--	200	added ('OK')	image/png	etag:%2269819492-10369-5aa9ecab%22	http://web.mit.edu/6.813/www/sp18/classes/14-layout/figures/01.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/14-layout/figures/01.png	(from http://web.mit.edu/6.813/www/sp18/classes/14-layout/)
14:06:07	649345/649345	---M--	200	added ('OK')	image/jpeg	etag:%2269819486-9e881-5aa596fa%22	http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/amazon-echo-dot.jpg	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/13-graphic-design/figures/amazon-echo-dot.jpg	(from http://web.mit.edu/6.813/www/sp18/classes/13-graphic-design/)
14:06:12	111774/111774	---M--	200	added ('OK')	image/png	etag:%2269819496-1b49e-5aa9ecab%22	http://web.mit.edu/6.813/www/sp18/classes/14-layout/figures/02.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/14-layout/figures/02.png	(from http://web.mit.edu/6.813/www/sp18/classes/14-layout/)
14:06:15	15276/15276	---M--	200	added ('OK')	image/png	etag:%226981949a-3bac-5aa9ecab%22	http://web.mit.edu/6.813/www/sp18/classes/14-layout/figures/04.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/14-layout/figures/04.png	(from http://web.mit.edu/6.813/www/sp18/classes/14-layout/)
14:06:17	59960/59960	---M--	200	added ('OK')	image/png	etag:%2269819498-ea38-5aa9ecab%22	http://web.mit.edu/6.813/www/sp18/classes/14-layout/figures/03.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/14-layout/figures/03.png	(from http://web.mit.edu/6.813/www/sp18/classes/14-layout/)
14:06:26	65506/65506	---M--	200	added ('OK')	image/png	etag:%226981949c-ffe2-5aa9ecab%22	http://web.mit.edu/6.813/www/sp18/classes/14-layout/figures/05.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/14-layout/figures/05.png	(from http://web.mit.edu/6.813/www/sp18/classes/14-layout/)
14:06:32	96453/96453	---M--	200	added ('OK')	image/png	etag:%226981949e-178c5-5aa9ecab%22	http://web.mit.edu/6.813/www/sp18/classes/14-layout/figures/06.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/14-layout/figures/06.png	(from http://web.mit.edu/6.813/www/sp18/classes/14-layout/)
14:06:38	71359/71359	---M--	200	added ('OK')	image/jpeg	etag:%22698194a0-116bf-5aa9ecac%22	http://web.mit.edu/6.813/www/sp18/classes/14-layout/figures/07.jpg	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/14-layout/figures/07.jpg	(from http://web.mit.edu/6.813/www/sp18/classes/14-layout/)
14:06:58	157218/157218	---M--	200	added ('OK')	image/png	etag:%22698194a2-26622-5aa9ecac%22	http://web.mit.edu/6.813/www/sp18/classes/14-layout/figures/08.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/14-layout/figures/08.png	(from http://web.mit.edu/6.813/www/sp18/classes/14-layout/)
14:07:00	137288/137288	---M--	200	added ('OK')	image/png	etag:%22698194a4-21848-5aa9ecac%22	http://web.mit.edu/6.813/www/sp18/classes/14-layout/figures/09.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/14-layout/figures/09.png	(from http://web.mit.edu/6.813/www/sp18/classes/14-layout/)
14:07:01	18738/18738	---M--	200	added ('OK')	image/png	etag:%22698194a6-4932-5aa9ecac%22	http://web.mit.edu/6.813/www/sp18/classes/14-layout/figures/10.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/14-layout/figures/10.png	(from http://web.mit.edu/6.813/www/sp18/classes/14-layout/)
14:07:04	18290/18290	---M--	200	added ('OK')	image/png	etag:%22698194a8-4772-5aa9ecac%22	http://web.mit.edu/6.813/www/sp18/classes/14-layout/figures/11.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/14-layout/figures/11.png	(from http://web.mit.edu/6.813/www/sp18/classes/14-layout/)
14:07:05	5724/5724	---M--	200	added ('OK')	image/png	etag:%22698194ac-165c-5aa9ecac%22	http://web.mit.edu/6.813/www/sp18/classes/14-layout/figures/13.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/14-layout/figures/13.png	(from http://web.mit.edu/6.813/www/sp18/classes/14-layout/)
14:07:10	49525/49525	---M--	200	added ('OK')	image/png	etag:%22698194aa-c175-5aa9ecac%22	http://web.mit.edu/6.813/www/sp18/classes/14-layout/figures/12.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/14-layout/figures/12.png	(from http://web.mit.edu/6.813/www/sp18/classes/14-layout/)
14:07:38	176736/176736	---M--	200	added ('OK')	image/png	etag:%22698194b2-2b260-5aa9ecad%22	http://web.mit.edu/6.813/www/sp18/classes/14-layout/figures/16.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/14-layout/figures/16.png	(from http://web.mit.edu/6.813/www/sp18/classes/14-layout/)
14:07:39	1545/1545	---M--	200	added ('OK')	image/png	etag:%22698194b4-609-5ac2ac81%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/01.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/01.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:07:40	1619/1619	---M--	200	added ('OK')	image/png	etag:%22698194be-653-5ac2ac82%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/06.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/06.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:07:40	17801/17801	---M--	200	added ('OK')	image/svg+xml	etag:%226981acd2-4589-5ac2ac84%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/Linear_visible_spectrum.svg	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/Linear_visible_spectrum.svg	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:07:48	51126/51126	---M--	200	added ('OK')	image/jpeg	etag:%226981a87e-c7b6-5ac2ac84%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/D700_ResponseCurveAdj4.jpg	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/D700_ResponseCurveAdj4.jpg	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:07:58	53882/53882	---M--	200	added ('OK')	image/png	etag:%226981a91c-d27a-5ac2ac85%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/Tessar.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/Tessar.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:08:11	79876/79876	---M--	200	added ('OK')	image/jpeg	etag:%22698194b8-13804-5ac2ac81%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/03.jpg	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/03.jpg	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:08:11	4013/4013	---M--	200	added ('OK')	image/svg+xml	etag:%226981acc6-fad-5ac2ac85%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/cones_log.svg	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/cones_log.svg	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:08:12	18979/18979	---M--	200	added ('OK')	image/svg+xml	etag:%226981acb4-4a23-5ac2ac86%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/retinac.svg	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/retinac.svg	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:08:30	524224/524224	---M--	200	added ('OK')	image/png	etag:%22698194ae-7ffc0-5aa9ecad%22	http://web.mit.edu/6.813/www/sp18/classes/14-layout/figures/14.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/14-layout/figures/14.png	(from http://web.mit.edu/6.813/www/sp18/classes/14-layout/)
14:09:40	540932/540932	---M--	200	added ('OK')	image/png	etag:%22698194ba-84104-5ac2ac81%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/04.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/04.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:09:51	65820/65820	---M--	200	added ('OK')	image/png	etag:%22698194c0-1011c-5ac2ac82%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/07.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/07.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:10:00	561585/561585	---M--	200	added ('OK')	image/png	etag:%22698194bc-891b1-5ac2ac81%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/05.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/05.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:10:07	99810/99810	---M--	200	added ('OK')	image/png	etag:%22698194c2-185e2-5ac2ac82%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/08.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/08.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:10:09	7630/7630	---M--	200	added ('OK')	image/jpeg	etag:%22698194c6-1dce-5ac2ac82%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/09.jpg	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/09.jpg	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:10:18	105776/105776	---M--	200	added ('OK')	image/png	etag:%22698194c4-19d30-5ac2ac82%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/08b.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/08b.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:10:31	134587/134587	---M--	200	added ('OK')	image/gif	etag:%22698194ec-20dbb-5ac2ac84%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/28.gif	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/28.gif	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:10:52	129311/129311	---M--	200	added ('OK')	image/png	etag:%22698194c8-1f91f-5ac2ac82%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/10.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/10.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:10:52	214934/214934	---M--	200	added ('OK')	image/jpeg	etag:%226981aa8a-34796-5ac2ac86%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/tungsten.jpg	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/tungsten.jpg	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:11:11	113139/113139	---M--	200	added ('OK')	image/jpeg	etag:%226981a8dc-1b9f3-5ac2ac86%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/blue-strawberries.jpg	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/blue-strawberries.jpg	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:11:23	24909/24909	---M--	200	added ('OK')	image/png	etag:%22698194ce-614d-5ac2ac83%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/13.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/13.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:11:26	15960/15960	---M--	200	added ('OK')	image/png	etag:%22698194d0-3e58-5ac2ac83%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/14.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/14.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:11:27	2977/2977	---M--	200	added ('OK')	image/gif	etag:%226981ad1e-ba1-5ac2ac87%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/transfer709.gif	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/transfer709.gif	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:11:38	282595/282595	---M--	200	added ('OK')	image/png	etag:%22698194ca-44fe3-5ac2ac82%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/11.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/11.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:11:38	2290/2290	---M--	200	added ('OK')	image/svg+xml	etag:%226981ad20-8f2-5ac2ac87%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/Lab-Lab.svg	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/Lab-Lab.svg	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:11:53	162408/162408	---M--	200	added ('OK')	image/png	etag:%22698194d6-27a68-5ac2ac83%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/17.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/17.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:11:58	299063/299063	---M--	200	added ('OK')	image/png	etag:%22698194cc-49037-5ac2ac82%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/12.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/12.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:12:03	55445/55445	---M--	200	added ('OK')	image/png	etag:%22698194da-d895-5ac2ac83%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/19.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/19.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:12:04	32511/32511	---M--	200	added ('OK')	image/png	etag:%22698194de-7eff-5ac2ac84%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/21.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/21.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:12:05	164490/164490	---M--	200	added ('OK')	image/png	etag:%226981ac9c-2828a-5ac2ac87%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/Cielab-circle.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/Cielab-circle.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:12:08	24502/24502	---M--	200	added ('OK')	image/png	etag:%22698194d2-5fb6-5ac2ac83%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/15.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/15.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:12:14	36387/36387	---M--	200	added ('OK')	image/png	etag:%22698194e0-8e23-5ac2ac84%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/22.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/22.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:12:18	18456/18456	---M--	200	added ('OK')	image/png	etag:%22698194e2-4818-5ac2ac84%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/23.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/23.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:12:20	8402/8402	---M--	200	added ('OK')	image/png	etag:%22698194e4-20d2-5ac2ac84%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/24.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/24.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:12:20	2255/2255	---M--	200	added ('OK')	image/png	etag:%22698194e6-8cf-5ac2ac84%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/25.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/25.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:12:21	811/811	---M--	200	added ('OK')	image/png	etag:%22698194e8-32b-5ac2ac84%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/26.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/26.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:12:27	138353/138353	---M--	200	added ('OK')	image/png	etag:%22698194d4-21c71-5ac2ac83%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/16.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/16.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:12:34	82615/82615	---M--	200	added ('OK')	image/png	etag:%22698194ea-142b7-5ac2ac84%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/27.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/27.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:12:52	104694/104694	---M--	200	added ('OK')	image/png	etag:%22698194f2-198f6-5a8f3205%22	http://web.mit.edu/6.813/www/sp18/classes/16-typography/figures/02.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/16-typography/figures/02.png	(from http://web.mit.edu/6.813/www/sp18/classes/16-typography/)
14:12:52	239/239	---M--	302	error ('Found')	text/html	date:Thu,%2019%20Dec%202019%2022:12:53%20GMT	http://www.davidairey.com/images/design/letterform.gif	C:/Users/taiwoo/Documents/uidesign_textbook/www.davidairey.com/images/design/letterform.143.delayed	(from http://web.mit.edu/6.813/www/sp18/classes/16-typography/)
14:12:56	19857/19857	---M--	200	added ('OK')	image/gif	etag:%22a20d49-4d91-50ddf7cb528dc%22	https://www.davidairey.com/images/design/letterform.gif	C:/Users/taiwoo/Documents/uidesign_textbook/www.davidairey.com/images/design/letterform.gif	(from http://web.mit.edu/6.813/www/sp18/classes/16-typography/)
14:13:01	372086/372086	---M--	200	added ('OK')	image/png	etag:%22698194dc-5ad76-5ac2ac83%22	http://web.mit.edu/6.813/www/sp18/classes/15-color/figures/20.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/15-color/figures/20.png	(from http://web.mit.edu/6.813/www/sp18/classes/15-color/)
14:13:16	304310/304310	---M--	200	added ('OK')	image/png	etag:%22698194ee-4a4b6-5a8f3204%22	http://web.mit.edu/6.813/www/sp18/classes/16-typography/figures/01.png	C:/Users/taiwoo/Documents/uidesign_textbook/web.mit.edu/6.813/www/sp18/classes/16-typography/figures/01.png	(from http://web.mit.edu/6.813/www/sp18/classes/16-typography/)
